customer_id,customer_type,full_name_en,full_name_ar,id_number,id_type,date_of_birth,nationality,address_line1,address_line2,city,emirate,country,postal_code,phone_primary,phone_secondary,email_primary,email_secondary,address_known,last_contact_date,last_contact_method,kyc_status,kyc_expiry_date,risk_rating,account_id,account_type,account_subtype,account_name,currency,account_status,dormancy_status,opening_date,closing_date,last_transaction_date,last_system_transaction_date,balance_current,balance_available,balance_minimum,interest_rate,interest_accrued,is_joint_account,joint_account_holders,has_outstanding_facilities,maturity_date,auto_renewal,last_statement_date,statement_frequency,tracking_id,dormancy_trigger_date,dormancy_period_start,dormancy_period_months,dormancy_classification_date,transfer_eligibility_date,current_stage,contact_attempts_made,last_contact_attempt_date,waiting_period_start,waiting_period_end,transferred_to_ledger_date,transferred_to_cb_date,cb_transfer_amount,cb_transfer_reference,exclusion_reason,created_date,updated_date,updated_by
CUS293313,CORPORATE,Ahmed Al-Zaabi,Ahmed Al-Zaabi,78419844659709,EMIRATES_ID,1978-02-19,EGYPT,"Building 3, Street 42",Area 7,Dubai,UMM_AL_QUWAIN,UAE,11803,+97156934960,,ahmed.al-zaabi@yahoo.com,,YES,,,PENDING,2026-02-28,MEDIUM,ACC3012883,SAVINGS,INDIVIDUAL,SAVINGS - Ahmed Al-Zaabi,EUR,ACTIVE,ACTIVE,2016-04-01,,2024-11-07,2024-11-20,146384.87,128195.80742559198,500,2.58,3074.46,YES,1.0,YES,,,2024-09-14,QUARTERLY,TRK297133,,,,,,ACTIVE,0,,,,,,,,,2016-04-01 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS798201,INDIVIDUAL,Ali Al-Kaabi,Ali Al-Kaabi,78419811999793,EMIRATES_ID,1993-08-17,UAE,"Building 297, Street 14",Area 14,Dubai,SHARJAH,UAE,28441,+97154755437,,ali.al-kaabi@hotmail.com,ali.al-kaabi@hotmail.com,YES,,,PENDING,2025-06-10,HIGH,ACC5072979,INVESTMENT,SECURITIES,INVESTMENT - Ali Al-Kaabi,USD,ACTIVE,ACTIVE,2018-09-21,,2024-07-24,2024-08-07,1109.95,932.5631202613919,0,3.96,48.37,NO,,NO,,,2024-06-10,QUARTERLY,TRK239970,,,,,,ACTIVE,0,,,,,,,,,2018-09-21 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS117978,CORPORATE,Aisha Al-Shamsi,Aisha Al-Shamsi,78420037221563,EMIRATES_ID,1986-05-23,PHILIPPINES,"Building 102, Street 18",Area 17,Sharjah,RAS_AL_KHAIMAH,UAE,62915,+97150340570,,aisha.al-shamsi@gmail.com,,NO,,,EXPIRED,2024-11-18,HIGH,ACC4932931,INVESTMENT,SECURITIES,INVESTMENT - Aisha Al-Shamsi,SAR,ACTIVE,ACTIVE,2022-09-09,,2024-01-07,2024-02-01,186828.26,184004.5627993716,0,4.19,6557.82,YES,,YES,,,2023-11-18,ANNUAL,TRK907074,,,,,,ACTIVE,0,,,,,,,,,2022-09-09 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS680777,CORPORATE,Sara Al-Zaabi,Sara Al-Zaabi,78419984346496,EMIRATES_ID,1990-07-22,EGYPT,"Building 863, Street 39",Area 19,Sharjah,DUBAI,UAE,59797,+97157916404,+97154108472,sara.al-zaabi@outlook.com,,NO,,,EXPIRED,2025-04-18,MEDIUM,ACC8041836,FIXED_DEPOSIT,TERM_DEPOSIT,FIXED_DEPOSIT - Sara Al-Zaabi,GBP,ACTIVE,ACTIVE,2015-11-02,,2024-10-06,2024-10-13,367646.37,325795.21250686917,0,2.75,13819.52,YES,,YES,2019-03-21,NO,2024-08-23,QUARTERLY,TRK146008,,,,,,ACTIVE,0,,,,,,,,,2015-11-02 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS314915,INDIVIDUAL,Fatima Al-Mansouri,Fatima Al-Mansouri,78420034599278,EMIRATES_ID,1976-06-04,SYRIA,"Building 38, Street 17",Area 1,Ajman,DUBAI,UAE,46754,+97159875509,+97153507854,fatima.al-mansouri@gmail.com,,YES,,,PENDING,2024-02-26,MEDIUM,ACC8836350,INVESTMENT,PORTFOLIO,INVESTMENT - Fatima Al-Mansouri,SAR,ACTIVE,ACTIVE,2022-05-26,,2024-02-24,2024-03-12,88535.59,84045.37892393279,0,4.25,1739.58,NO,,YES,,,2023-12-14,ANNUAL,TRK864060,,,,,,ACTIVE,0,,,,,,,,,2022-05-26 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS106665,CORPORATE,Mariam Al-Mansouri,Mariam Al-Mansouri,78419808165644,EMIRATES_ID,1992-06-12,UAE,"Building 772, Street 29",Area 18,Abu Dhabi,DUBAI,UAE,22780,+97159591605,,mariam.al-mansouri@outlook.com,,YES,,,COMPLIANT,2026-01-24,LOW,ACC9213276,SAVINGS,MINOR,SAVINGS - Mariam Al-Mansouri,USD,ACTIVE,ACTIVE,2017-06-19,,2024-03-18,2024-04-13,116784.4,98310.76444637807,500,1.03,3320.67,NO,,YES,,,2024-02-15,MONTHLY,TRK860997,,,,,,ACTIVE,0,,,,,,,,,2017-06-19 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS859233,INDIVIDUAL,Omar Al-Zaabi,Omar Al-Zaabi,78419857283665,EMIRATES_ID,1971-09-06,SYRIA,"Building 701, Street 27",Area 4,Dubai,UMM_AL_QUWAIN,UAE,30648,+97153553165,,omar.al-zaabi@hotmail.com,,YES,,,PENDING,2024-05-23,HIGH,ACC4425296,FIXED_DEPOSIT,CERTIFICATE_DEPOSIT,FIXED_DEPOSIT - Omar Al-Zaabi,SAR,ACTIVE,ACTIVE,2022-02-19,,2024-10-29,2024-11-26,417641.74,390673.923311114,0,4.3,19746.98,NO,1.0,YES,2025-10-16,NO,2024-09-01,QUARTERLY,TRK280496,,,,,,ACTIVE,0,,,,,,,,,2022-02-19 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS740626,INDIVIDUAL,Ali Al-Shamsi,Ali Al-Shamsi,78419982935210,EMIRATES_ID,1995-12-05,EGYPT,"Building 923, Street 4",Area 8,Dubai,FUJAIRAH,UAE,72825,+97156620407,+97159741897,ali.al-shamsi@yahoo.com,,YES,,,PENDING,2024-03-08,LOW,ACC8467132,FIXED_DEPOSIT,CERTIFICATE_DEPOSIT,FIXED_DEPOSIT - Ali Al-Shamsi,SAR,ACTIVE,ACTIVE,2020-08-09,,2024-11-20,2024-12-17,102153.48,94122.20193164657,0,4.04,2008.32,YES,,YES,2023-09-17,NO,2024-10-05,QUARTERLY,TRK448206,,,,,,ACTIVE,0,,,,,,,,,2020-08-09 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS675571,INDIVIDUAL,Omar Al-Kaabi,Omar Al-Kaabi,78420022499599,EMIRATES_ID,1986-03-20,JORDAN,"Building 453, Street 5",Area 14,Dubai,RAS_AL_KHAIMAH,UAE,52184,+97157732605,,omar.al-kaabi@outlook.com,omar.al-kaabi@outlook.com,YES,,,COMPLIANT,2024-01-25,HIGH,ACC3284720,SAVINGS,INDIVIDUAL,SAVINGS - Omar Al-Kaabi,AED,ACTIVE,ACTIVE,2015-01-23,,2024-08-17,2024-09-13,28372.63,27292.185965140085,500,0.62,649.73,YES,,YES,,,2024-06-18,MONTHLY,TRK560302,,,,,,ACTIVE,0,,,,,,,,,2015-01-23 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS921716,CORPORATE,Noor Al-Mansouri,Noor Al-Mansouri,78420012932023,EMIRATES_ID,1995-09-21,SYRIA,"Building 297, Street 49",Area 10,Sharjah,ABU_DHABI,UAE,21146,+97159156588,+97159670135,noor.al-mansouri@hotmail.com,,YES,,,COMPLIANT,2024-05-17,HIGH,ACC7233398,CURRENT,JOINT,CURRENT - Noor Al-Mansouri,AED,ACTIVE,ACTIVE,2020-05-30,,2024-09-15,2024-09-25,197686.38,173151.3359041438,500,0.0,0.0,YES,,NO,,,2024-08-15,MONTHLY,TRK728318,,,,,,ACTIVE,0,,,,,,,,,2020-05-30 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS151226,INDIVIDUAL,Omar Al-Dhaheri,Omar Al-Dhaheri,78419927337109,EMIRATES_ID,1988-02-08,SYRIA,"Building 423, Street 10",Area 9,Abu Dhabi,SHARJAH,UAE,58439,+97150822048,,omar.al-dhaheri@yahoo.com,omar.al-dhaheri@hotmail.com,YES,,,PENDING,2026-01-21,MEDIUM,ACC1046902,FIXED_DEPOSIT,TERM_DEPOSIT,FIXED_DEPOSIT - Omar Al-Dhaheri,AED,ACTIVE,ACTIVE,2015-10-20,,2024-06-09,2024-06-22,48900.83,41154.12202963276,0,2.14,2163.42,NO,,YES,2019-09-10,NO,2024-03-22,ANNUAL,TRK916435,,,,,,ACTIVE,0,,,,,,,,,2015-10-20 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS767151,CORPORATE,Fatima Al-Mansouri,Fatima Al-Mansouri,78419963084811,EMIRATES_ID,1998-09-17,INDIA,"Building 757, Street 1",Area 9,Sharjah,UMM_AL_QUWAIN,UAE,94381,+97152977034,+97157946390,fatima.al-mansouri@hotmail.com,fatima.al-mansouri@yahoo.com,YES,,,EXPIRED,2026-04-17,HIGH,ACC9821826,SAVINGS,INDIVIDUAL,SAVINGS - Fatima Al-Mansouri,AED,ACTIVE,ACTIVE,2019-07-12,,2024-11-06,2024-11-18,185663.65,158475.04425699767,500,1.12,2343.3,NO,,NO,,,2024-08-22,MONTHLY,TRK647066,,,,,,ACTIVE,0,,,,,,,,,2019-07-12 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS699177,CORPORATE,Mohammed Al-Mansouri,Mohammed Al-Mansouri,78420039863756,EMIRATES_ID,1983-04-04,EGYPT,"Building 318, Street 50",Area 9,Dubai,AJMAN,UAE,15344,+97156546202,,mohammed.al-mansouri@hotmail.com,,NO,,,EXPIRED,2024-03-13,LOW,ACC6158936,INVESTMENT,SECURITIES,INVESTMENT - Mohammed Al-Mansouri,EUR,ACTIVE,ACTIVE,2022-06-16,,2024-04-30,2024-05-10,151417.65,137592.2861429425,0,1.25,2675.08,YES,,NO,,,2024-03-07,QUARTERLY,TRK531165,,,,,,ACTIVE,0,,,,,,,,,2022-06-16 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS930570,CORPORATE,Aisha Al-Mazrouei,Aisha Al-Mazrouei,78419903252405,EMIRATES_ID,1984-10-27,UAE,"Building 714, Street 4",Area 11,Dubai,SHARJAH,UAE,93765,+97150965082,+97154888482,aisha.al-mazrouei@yahoo.com,,YES,,,COMPLIANT,2025-04-27,HIGH,ACC5694057,FIXED_DEPOSIT,TERM_DEPOSIT,FIXED_DEPOSIT - Aisha Al-Mazrouei,EUR,ACTIVE,ACTIVE,2016-02-06,,2024-05-26,2024-06-13,124514.48,107457.83431402898,0,3.34,3211.08,YES,1.0,YES,2019-11-27,YES,2024-04-20,ANNUAL,TRK728993,,,,,,ACTIVE,0,,,,,,,,,2016-02-06 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS576833,INDIVIDUAL,Fatima Al-Shamsi,Fatima Al-Shamsi,78420004321723,EMIRATES_ID,1985-04-05,UAE,"Building 415, Street 42",Area 11,Abu Dhabi,DUBAI,UAE,63300,+97150583133,+97151407026,fatima.al-shamsi@hotmail.com,fatima.al-shamsi@outlook.com,NO,,,COMPLIANT,2025-09-28,MEDIUM,ACC9828362,INVESTMENT,PORTFOLIO,INVESTMENT - Fatima Al-Shamsi,SAR,ACTIVE,ACTIVE,2021-03-20,,2024-01-25,2024-02-17,195130.26,189823.33641599433,0,4.07,2034.6,YES,,YES,,,2023-11-05,MONTHLY,TRK714560,,,,,,ACTIVE,0,,,,,,,,,2021-03-20 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS211931,INDIVIDUAL,Hassan Al-Zaabi,Hassan Al-Zaabi,78420027329894,EMIRATES_ID,1980-08-21,JORDAN,"Building 720, Street 32",Area 9,Sharjah,UMM_AL_QUWAIN,UAE,88128,+97152008248,+97156971116,hassan.al-zaabi@gmail.com,hassan.al-zaabi@yahoo.com,NO,,,EXPIRED,2026-06-05,LOW,ACC6613463,INVESTMENT,MUTUAL_FUND,INVESTMENT - Hassan Al-Zaabi,AED,ACTIVE,ACTIVE,2023-10-10,,2024-01-30,2024-02-08,105012.01,96688.57761536344,0,3.73,4708.07,NO,,NO,,,2023-12-17,MONTHLY,TRK516286,,,,,,ACTIVE,0,,,,,,,,,2023-10-10 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS655628,INDIVIDUAL,Noor Al-Zaabi,Noor Al-Zaabi,78419825028920,EMIRATES_ID,1984-05-11,JORDAN,"Building 346, Street 27",Area 3,Dubai,SHARJAH,UAE,14781,+97154931635,,noor.al-zaabi@hotmail.com,noor.al-zaabi@gmail.com,NO,,,PENDING,2024-06-08,MEDIUM,ACC9008551,FIXED_DEPOSIT,TERM_DEPOSIT,FIXED_DEPOSIT - Noor Al-Zaabi,GBP,ACTIVE,ACTIVE,2015-10-24,,2024-05-06,2024-05-19,101379.43,89931.0818258444,0,3.66,1201.79,YES,,YES,2017-09-10,YES,2024-03-10,MONTHLY,TRK144206,,,,,,ACTIVE,0,,,,,,,,,2015-10-24 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS302310,INDIVIDUAL,Omar Al-Kaabi,Omar Al-Kaabi,78419923583553,EMIRATES_ID,1991-08-03,PHILIPPINES,"Building 329, Street 48",Area 7,Dubai,ABU_DHABI,UAE,38652,+97154261864,+97155969255,omar.al-kaabi@gmail.com,omar.al-kaabi@yahoo.com,NO,,,PENDING,2024-08-21,MEDIUM,ACC1929247,SAVINGS,MINOR,SAVINGS - Omar Al-Kaabi,GBP,ACTIVE,ACTIVE,2015-05-14,,2024-10-16,2024-11-09,163725.37,149362.42641302504,500,4.11,5705.36,NO,,YES,,,2024-09-09,MONTHLY,TRK418773,,,,,,ACTIVE,0,,,,,,,,,2015-05-14 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS681467,INDIVIDUAL,Mariam Al-Dhaheri,Mariam Al-Dhaheri,78419931773774,EMIRATES_ID,1976-04-21,EGYPT,"Building 384, Street 40",Area 4,Dubai,DUBAI,UAE,97428,+97156217012,,mariam.al-dhaheri@gmail.com,,YES,,,PENDING,2025-10-19,HIGH,ACC1083198,INVESTMENT,MUTUAL_FUND,INVESTMENT - Mariam Al-Dhaheri,AED,ACTIVE,ACTIVE,2017-10-01,,2024-03-31,2024-04-25,172635.32,148098.64825431348,0,2.8,8182.65,NO,3.0,YES,,,2024-02-05,ANNUAL,TRK840464,,,,,,ACTIVE,0,,,,,,,,,2017-10-01 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS700611,CORPORATE,Ali Al-Suwaidi,Ali Al-Suwaidi,78419829761270,EMIRATES_ID,1979-03-18,PHILIPPINES,"Building 803, Street 24",Area 19,Ajman,RAS_AL_KHAIMAH,UAE,84548,+97154164118,,ali.al-suwaidi@gmail.com,,NO,,,PENDING,2026-04-06,LOW,ACC8058810,INVESTMENT,PORTFOLIO,INVESTMENT - Ali Al-Suwaidi,AED,ACTIVE,ACTIVE,2017-03-10,,2024-01-07,2024-01-12,121129.68,117233.81944157142,0,3.73,2291.91,YES,,NO,,,2023-11-13,ANNUAL,TRK687043,,,,,,ACTIVE,0,,,,,,,,,2017-03-10 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS157433,CORPORATE,Sara Al-Zaabi,Sara Al-Zaabi,78419808415350,EMIRATES_ID,1975-12-07,PAKISTAN,"Building 317, Street 36",Area 8,Abu Dhabi,SHARJAH,UAE,97837,+97156070025,+97158727650,sara.al-zaabi@yahoo.com,,YES,,,EXPIRED,2024-06-14,HIGH,ACC7842069,CURRENT,JOINT,CURRENT - Sara Al-Zaabi,AED,ACTIVE,ACTIVE,2015-05-10,,2024-01-08,2024-01-12,23984.47,23515.56644953036,500,0.0,0.0,NO,,YES,,,2023-11-14,ANNUAL,TRK900173,,,,,,ACTIVE,0,,,,,,,,,2015-05-10 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS476147,CORPORATE,Ali Al-Mansouri,Ali Al-Mansouri,78419932221451,EMIRATES_ID,1999-04-01,JORDAN,"Building 576, Street 31",Area 14,Dubai,RAS_AL_KHAIMAH,UAE,99872,+97152444734,+97158866836,ali.al-mansouri@outlook.com,,YES,,,EXPIRED,2024-05-13,HIGH,ACC3459745,INVESTMENT,PORTFOLIO,INVESTMENT - Ali Al-Mansouri,USD,ACTIVE,ACTIVE,2019-09-05,,2024-02-23,2024-03-01,76795.56,70461.63441462476,0,3.59,3378.28,NO,,YES,,,2023-12-01,MONTHLY,TRK972970,,,,,,ACTIVE,0,,,,,,,,,2019-09-05 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS272223,CORPORATE,Ahmed Al-Mazrouei,Ahmed Al-Mazrouei,78419821925278,EMIRATES_ID,1973-07-17,JORDAN,"Building 207, Street 5",Area 3,Abu Dhabi,UMM_AL_QUWAIN,UAE,90201,+97155617699,+97150427572,ahmed.al-mazrouei@gmail.com,ahmed.al-mazrouei@hotmail.com,YES,,,PENDING,2026-05-03,MEDIUM,ACC9026510,SAVINGS,INDIVIDUAL,SAVINGS - Ahmed Al-Mazrouei,SAR,ACTIVE,ACTIVE,2019-07-16,,2024-03-12,2024-03-14,87132.51,84655.1030285783,500,1.79,2450.64,YES,3.0,YES,,,2023-12-18,ANNUAL,TRK564848,,,,,,ACTIVE,0,,,,,,,,,2019-07-16 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS773262,CORPORATE,Mariam Al-Zaabi,Mariam Al-Zaabi,78419945722802,EMIRATES_ID,1982-03-02,SYRIA,"Building 732, Street 29",Area 5,Ajman,UMM_AL_QUWAIN,UAE,63955,+97152181520,+97155780597,mariam.al-zaabi@gmail.com,,YES,,,PENDING,2025-12-21,MEDIUM,ACC7897700,SAVINGS,INDIVIDUAL,SAVINGS - Mariam Al-Zaabi,GBP,ACTIVE,ACTIVE,2018-05-14,,2024-07-10,2024-08-08,54389.24,44030.21221212167,500,1.14,2065.23,YES,,NO,,,2024-06-09,QUARTERLY,TRK649434,,,,,,ACTIVE,0,,,,,,,,,2018-05-14 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS807403,INDIVIDUAL,Aisha Al-Zaabi,Aisha Al-Zaabi,78419866783796,EMIRATES_ID,1999-07-04,EGYPT,"Building 479, Street 35",Area 3,Ajman,DUBAI,UAE,36858,+97152756041,+97151318598,aisha.al-zaabi@yahoo.com,,YES,,,COMPLIANT,2025-04-27,HIGH,ACC9951249,FIXED_DEPOSIT,TERM_DEPOSIT,FIXED_DEPOSIT - Aisha Al-Zaabi,EUR,ACTIVE,ACTIVE,2022-06-07,,2024-04-12,2024-04-16,119895.99,107132.52735690413,0,2.68,5881.78,NO,,YES,2025-03-11,NO,2024-02-14,MONTHLY,TRK800318,,,,,,ACTIVE,0,,,,,,,,,2022-06-07 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS671671,CORPORATE,Noor Al-Mansouri,Noor Al-Mansouri,78419899560886,EMIRATES_ID,1971-02-14,SYRIA,"Building 283, Street 19",Area 2,Abu Dhabi,AJMAN,UAE,36855,+97154196416,+97156683364,noor.al-mansouri@hotmail.com,,YES,,,EXPIRED,2026-08-22,HIGH,ACC5978272,FIXED_DEPOSIT,CERTIFICATE_DEPOSIT,FIXED_DEPOSIT - Noor Al-Mansouri,USD,ACTIVE,ACTIVE,2020-04-18,,2024-09-05,2024-10-04,432956.2,362527.06987901067,0,0.56,7126.06,YES,3.0,YES,2021-07-24,YES,2024-07-31,ANNUAL,TRK302779,,,,,,ACTIVE,0,,,,,,,,,2020-04-18 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS373781,CORPORATE,Noor Al-Shamsi,Noor Al-Shamsi,78419878147437,EMIRATES_ID,1997-04-28,INDIA,"Building 843, Street 35",Area 8,Dubai,UMM_AL_QUWAIN,UAE,77541,+97152973201,+97155342564,noor.al-shamsi@hotmail.com,,YES,,,PENDING,2025-12-01,MEDIUM,ACC9714496,INVESTMENT,MUTUAL_FUND,INVESTMENT - Noor Al-Shamsi,SAR,ACTIVE,ACTIVE,2016-03-20,,2024-03-24,2024-04-10,156986.71,148169.80035661565,0,2.21,5844.59,YES,,YES,,,2024-01-29,QUARTERLY,TRK347411,,,,,,ACTIVE,0,,,,,,,,,2016-03-20 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS524762,INDIVIDUAL,Mariam Al-Suwaidi,Mariam Al-Suwaidi,78419854756556,EMIRATES_ID,1990-06-11,UAE,"Building 691, Street 11",Area 3,Ajman,RAS_AL_KHAIMAH,UAE,96449,+97156141140,,mariam.al-suwaidi@outlook.com,,NO,,,COMPLIANT,2026-05-13,HIGH,ACC9695251,SAVINGS,INDIVIDUAL,SAVINGS - Mariam Al-Suwaidi,USD,ACTIVE,ACTIVE,2022-12-22,,2024-05-22,2024-06-14,108353.82,88262.03498881188,500,3.11,5144.93,YES,1.0,NO,,,2024-03-17,QUARTERLY,TRK578911,,,,,,ACTIVE,0,,,,,,,,,2022-12-22 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS891636,INDIVIDUAL,Omar Al-Shamsi,Omar Al-Shamsi,78419816551272,EMIRATES_ID,1995-01-20,PHILIPPINES,"Building 709, Street 47",Area 8,Ajman,RAS_AL_KHAIMAH,UAE,88410,+97154207244,+97154896725,omar.al-shamsi@yahoo.com,,NO,,,PENDING,2026-09-18,HIGH,ACC1661606,FIXED_DEPOSIT,TERM_DEPOSIT,FIXED_DEPOSIT - Omar Al-Shamsi,AED,ACTIVE,ACTIVE,2017-10-15,,2024-02-27,2024-03-18,147958.02,120852.52878490655,0,1.89,5184.84,NO,1.0,NO,2018-11-17,YES,2024-01-23,QUARTERLY,TRK287739,,,,,,ACTIVE,0,,,,,,,,,2017-10-15 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS346709,CORPORATE,Sara Al-Zaabi,Sara Al-Zaabi,78419887382863,EMIRATES_ID,1994-02-20,PHILIPPINES,"Building 66, Street 47",Area 15,Ajman,FUJAIRAH,UAE,79756,+97158262295,,sara.al-zaabi@yahoo.com,sara.al-zaabi@hotmail.com,NO,,,PENDING,2024-03-11,HIGH,ACC7738624,INVESTMENT,SECURITIES,INVESTMENT - Sara Al-Zaabi,SAR,ACTIVE,ACTIVE,2017-01-06,,2023-12-30,2024-01-05,37758.83,33936.935305699946,0,3.5,1571.56,NO,,YES,,,2023-11-05,ANNUAL,TRK295283,,,,,,ACTIVE,0,,,,,,,,,2017-01-06 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS815484,CORPORATE,Ali Al-Mansouri,Ali Al-Mansouri,78419981642832,EMIRATES_ID,1970-11-04,SYRIA,"Building 172, Street 18",Area 18,Abu Dhabi,UMM_AL_QUWAIN,UAE,54909,+97156283559,,ali.al-mansouri@yahoo.com,ali.al-mansouri@hotmail.com,NO,,,PENDING,2025-04-05,MEDIUM,ACC4984280,FIXED_DEPOSIT,TERM_DEPOSIT,FIXED_DEPOSIT - Ali Al-Mansouri,SAR,ACTIVE,ACTIVE,2019-07-18,,2024-05-30,2024-06-08,379005.74,317280.02286774263,0,1.49,18217.14,NO,,YES,2022-09-05,NO,2024-03-06,MONTHLY,TRK672713,,,,,,ACTIVE,0,,,,,,,,,2019-07-18 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS700408,CORPORATE,Mohammed Al-Dhaheri,Mohammed Al-Dhaheri,78419856760468,EMIRATES_ID,1982-03-19,UAE,"Building 176, Street 26",Area 19,Abu Dhabi,UMM_AL_QUWAIN,UAE,39133,+97155760038,+97156208440,mohammed.al-dhaheri@gmail.com,,YES,,,PENDING,2026-07-12,MEDIUM,ACC2729774,FIXED_DEPOSIT,CERTIFICATE_DEPOSIT,FIXED_DEPOSIT - Mohammed Al-Dhaheri,AED,ACTIVE,ACTIVE,2020-03-30,,2023-12-16,2024-01-15,341862.1,317646.0130294118,0,2.58,16494.97,NO,,NO,2022-04-16,NO,2023-09-29,QUARTERLY,TRK910552,,,,,,ACTIVE,0,,,,,,,,,2020-03-30 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS813139,INDIVIDUAL,Ahmed Al-Zaabi,Ahmed Al-Zaabi,78419959124351,EMIRATES_ID,1975-01-07,INDIA,"Building 535, Street 46",Area 11,Abu Dhabi,SHARJAH,UAE,14940,+97151443011,+97153526333,ahmed.al-zaabi@hotmail.com,,NO,,,EXPIRED,2025-02-11,MEDIUM,ACC5820173,FIXED_DEPOSIT,TERM_DEPOSIT,FIXED_DEPOSIT - Ahmed Al-Zaabi,USD,ACTIVE,ACTIVE,2016-05-06,,2024-01-14,2024-01-17,313474.25,264358.845656572,0,1.19,10901.12,YES,2.0,YES,2020-03-20,YES,2023-11-30,QUARTERLY,TRK569056,,,,,,ACTIVE,0,,,,,,,,,2016-05-06 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS992924,INDIVIDUAL,Noor Al-Dhaheri,Noor Al-Dhaheri,78419892461916,EMIRATES_ID,1971-06-06,JORDAN,"Building 468, Street 25",Area 20,Dubai,RAS_AL_KHAIMAH,UAE,87559,+97158786580,,noor.al-dhaheri@gmail.com,,YES,,,EXPIRED,2024-05-12,LOW,ACC6323750,CURRENT,INDIVIDUAL,CURRENT - Noor Al-Dhaheri,USD,ACTIVE,ACTIVE,2016-09-14,,2024-09-15,2024-10-12,139576.62,126016.91253544309,500,0.0,0.0,NO,,YES,,,2024-06-18,QUARTERLY,TRK684483,,,,,,ACTIVE,0,,,,,,,,,2016-09-14 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS948400,CORPORATE,Mariam Al-Suwaidi,Mariam Al-Suwaidi,78419978418909,EMIRATES_ID,1978-05-28,JORDAN,"Building 172, Street 9",Area 16,Sharjah,FUJAIRAH,UAE,54208,+97154691140,+97155696472,mariam.al-suwaidi@hotmail.com,mariam.al-suwaidi@outlook.com,NO,,,COMPLIANT,2026-03-10,HIGH,ACC8183194,INVESTMENT,MUTUAL_FUND,INVESTMENT - Mariam Al-Suwaidi,AED,ACTIVE,ACTIVE,2015-01-13,,2024-02-06,2024-03-07,101534.67,82912.76222437515,0,3.27,5017.38,YES,,YES,,,2023-11-12,MONTHLY,TRK144957,,,,,,ACTIVE,0,,,,,,,,,2015-01-13 00:00:00,2024-12-01 00:00:00,SYSTEM
CUS263518,CORPORATE,Noor Al-Mazrouei,Noor Al-Mazrouei,78419902161697,EMIRATES_ID,1976-01-11,EGYPT,"Building 349, Street 31",Area 2,Abu Dhabi,RAS_AL_KHAIMAH,UAE,92969,+97157141772,+97153055953,noor.al-mazrouei@gmail.com,,NO,,,PENDING,2026-10-13,MEDIUM,ACC6147942,FIXED_DEPOSIT,TERM_DEPOSIT,FIXED_DEPOSIT - Noor Al-Mazrouei,SAR,ACTIVE,ACTIVE,2022-06-13,,2024-10-24,2024-11-12,479438.36,478968.5508318303,0,2.46,14375.18,YES,,NO,2027-01-19,YES,2024-08-09,QUARTERLY,TRK774387,,,,,,ACTIVE,0,,,,,,,,,2022-06-13 00:00:00,2024-12-01 00:00:00,SYSTEM
